0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73511008	90.35212093	-0.00002724	64.38290922	10.67238677	200.00117493	-5744.79248047	1901.20190430	106.69836426	0.00008310	179.99998474
4	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73511008	90.35213233	-0.00002724	64.38292675	10.67237545	200.00094604	-5744.79248047	1901.20166016	106.69834900	0.00005467	179.99998474
8	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73511008	90.35211524	-0.00000908	64.38290893	10.67239808	200.00111389	-5744.79248047	1901.20190430	106.69837952	0.00008594	-179.99998474
12	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73510425	90.35212663	-0.00000908	64.38292647	10.67235328	200.00088501	-5744.79248047	1901.20153809	106.69833374	0.00005179	-180.00000000
16	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97402406	-64.73509841	90.35212663	-0.00002724	64.38291799	10.67238669	200.00074768	-5744.79248047	1901.20141602	106.69834900	0.00005741	179.99998474
20	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73509841	90.35211524	-0.00002724	64.38292675	10.67238661	200.00097656	-5744.79248047	1901.20166016	106.69835663	0.00006000	179.99998474
24	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73511008	90.35212093	-0.00001816	64.38290031	10.67237577	200.00114441	-5744.79248047	1901.20190430	106.69835663	0.00009033	-180.00000000
28	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73510425	90.35212663	-0.00000908	64.38291770	10.67237568	200.00109863	-5744.79248047	1901.20153809	106.69835663	0.00006040	-180.00000000
32	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73511008	90.35213233	-0.00000908	64.38290017	10.67236469	200.00088501	-5744.79199219	1901.20166016	106.69834137	0.00007776	-180.00000000
36	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73509841	90.35212663	-0.00001816	64.38292661	10.67237553	200.00093079	-5744.79248047	1901.20141602	106.69834900	0.00004742	179.99998474
40	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73511008	90.35212663	-0.00000908	64.38292647	10.67238676	200.00129700	-5744.79248047	1901.20178223	106.69837952	0.00005752	-180.00000000
44	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73509841	90.35212093	-0.00002724	64.38291799	10.67235321	200.00096130	-5744.79248047	1901.20153809	106.69832611	0.00006301	179.99998474
48	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73510425	90.35212663	-0.00002724	64.38292675	10.67238661	200.00137329	-5744.79248047	1901.20153809	106.69837189	0.00005454	179.99998474
52	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73511008	90.35212663	-0.00002724	64.38292675	10.67236429	200.00094604	-5744.79248047	1901.20178223	106.69833374	0.00006027	179.99998474
56	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73509841	90.35212663	-0.00000908	64.38291770	10.67238684	200.00090027	-5744.79248047	1901.20141602	106.69836426	0.00005466	-180.00000000
60	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73509841	90.35212663	-0.00000908	64.38290893	10.67237577	200.00090027	-5744.79248047	1901.20141602	106.69835663	0.00006328	-180.00000000
64	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73511008	90.35212093	-0.00002724	64.38291799	10.67236437	200.00115967	-5744.79248047	1901.20190430	106.69834137	0.00007448	179.99998474
68	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73510425	90.35212663	-0.00000908	64.38292647	10.67237560	200.00088501	-5744.79248047	1901.20153809	106.69835663	0.00005179	-180.00000000
72	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73511008	90.35212663	-0.00001816	64.38290908	10.67236453	200.00134277	-5744.79248047	1901.20178223	106.69834900	0.00007612	180.00000000
76	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73510425	90.35212663	-0.00002724	64.38290922	10.67235329	200.00096130	-5744.79248047	1901.20153809	106.69832611	0.00007177	179.99998474
80	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73510425	90.35212663	-0.00001816	64.38291785	10.67235328	200.00134277	-5744.79248047	1901.20153809	106.69834137	0.00006177	180.00000000
84	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73510425	90.35211524	-0.00001816	64.38292661	10.67239784	200.00135803	-5744.79248047	1901.20178223	106.69838715	0.00006436	180.00000000
88	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73511008	90.35212093	-0.00002724	64.38291799	10.67237553	200.00137329	-5744.79248047	1901.20190430	106.69835663	0.00007448	179.99998474
92	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73509841	90.35212093	-0.00000908	64.38291770	10.67237568	200.00111389	-5744.79248047	1901.20153809	106.69835663	0.00006026	-180.00000000
96	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73509841	90.35212663	-0.00000908	64.38292647	10.67238676	200.00090027	-5744.79248047	1901.20141602	106.69836426	0.00004605	-180.00000000
100	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73509841	90.35212663	-0.00001816	64.38290908	10.67238685	200.00093079	-5744.79248047	1901.20141602	106.69836426	0.00006465	180.00000000
104	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73510425	90.35213233	-0.00000908	64.38292647	10.67238676	200.00088501	-5744.79248047	1901.20153809	106.69836426	0.00004618	-180.00000000
108	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73510425	90.35212663	-0.00001816	64.38290908	10.67235336	200.00093079	-5744.79248047	1901.20153809	106.69832611	0.00007039	180.00000000
112	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73509841	90.35212663	-0.00002724	64.38290922	10.67237562	200.00096130	-5744.79248047	1901.20141602	106.69834900	0.00006603	179.99998474
116	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73511008	90.35211524	-0.00001816	64.38291785	10.67238677	200.00135803	-5744.79248047	1901.20190430	106.69837189	0.00007870	180.00000000
120	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73510425	90.35212663	-0.00001816	64.38290908	10.67236453	200.00093079	-5744.79248047	1901.20153809	106.69834137	0.00007039	180.00000000
124	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73511008	90.35212663	-0.00002724	64.38292675	10.67237545	200.00115967	-5744.79248047	1901.20178223	106.69834900	0.00006027	179.99998474
128	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73509841	90.35212663	-0.00000908	64.38290893	10.67237577	200.00090027	-5744.79248047	1901.20141602	106.69835663	0.00006328	-180.00000000
132	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73509841	90.35212663	-0.00002724	64.38292675	10.67238661	200.00115967	-5744.79248047	1901.20141602	106.69836426	0.00004880	179.99998474
136	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73509841	90.35212663	-0.00002724	64.38292675	10.67239777	200.00137329	-5744.79199219	1901.20141602	106.69837952	0.00004880	179.99998474
140	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73510425	90.35212093	-0.00001816	64.38290908	10.67238685	200.00134277	-5744.79248047	1901.20166016	106.69837189	0.00007599	180.00000000
144	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73509841	90.35211524	-0.00000908	64.38292647	10.67235328	200.00091553	-5744.79248047	1901.20166016	106.69833374	0.00005725	-180.00000000
148	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73511008	90.35212663	-0.00001816	64.38290031	10.67238693	200.00134277	-5744.79248047	1901.20178223	106.69837189	0.00008474	180.00000000
152	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73510425	90.35212093	-0.00002724	64.38292675	10.67238661	200.00096130	-5744.79248047	1901.20166016	106.69835663	0.00006014	179.99998474
156	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73510425	90.35212093	-0.00002724	64.38290922	10.67237562	200.00096130	-5744.79248047	1901.20166016	106.69834900	0.00007737	179.99998474
160	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73511008	90.35212663	-0.00002724	64.38291799	10.67238669	200.00137329	-5744.79248047	1901.20178223	106.69837189	0.00006888	179.99998474
164	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73511008	90.35211524	-0.00002724	64.38292675	10.67237545	200.00096130	-5744.79248047	1901.20190430	106.69834900	0.00007147	179.99998474
168	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73509841	90.35212663	-0.00002724	64.38290922	10.67237562	200.00137329	-5744.79199219	1901.20141602	106.69835663	0.00006603	179.99998474
172	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73510425	90.35212663	-0.00001816	64.38291785	10.67238677	200.00112915	-5744.79199219	1901.20153809	106.69836426	0.00006177	180.00000000
176	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73509841	90.35211524	-0.00000908	64.38290893	10.67238692	200.00091553	-5744.79248047	1901.20166016	106.69836426	0.00007448	-180.00000000
180	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73509841	90.35212093	-0.00002724	64.38290922	10.67237562	200.00138855	-5744.79248047	1901.20153809	106.69835663	0.00007163	179.99998474
184	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73510425	90.35212663	-0.00001816	64.38290908	10.67237569	200.00134277	-5744.79248047	1901.20153809	106.69836426	0.00007039	180.00000000
188	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73511008	90.35212663	-0.00000908	64.38290893	10.67236461	200.00109863	-5744.79248047	1901.20178223	106.69834900	0.00007475	-180.00000000
192	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73509841	90.35212663	-0.00000908	64.38291770	10.67236452	200.00109863	-5744.79248047	1901.20141602	106.69834900	0.00005466	-180.00000000
196	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73510425	90.35211524	-0.00001816	64.38291785	10.67237561	200.00094604	-5744.79248047	1901.20178223	106.69834900	0.00007297	180.00000000
200	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73509841	90.35212663	-0.00002724	64.38290922	10.67235329	200.00137329	-5744.79248047	1901.20141602	106.69833374	0.00006603	179.99998474
204	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73510425	90.35212093	-0.00001816	64.38291785	10.67237561	200.00114441	-5744.79248047	1901.20166016	106.69835663	0.00006737	180.00000000
208	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73511008	90.35212093	-0.00000908	64.38291770	10.67236452	200.00131226	-5744.79199219	1901.20190430	106.69835663	0.00007173	-180.00000000
212	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73510425	90.35211524	-0.00002724	64.38292675	10.67236429	200.00096130	-5744.79248047	1901.20178223	106.69833374	0.00006573	179.99998474
216	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73510425	90.35211524	-0.00001816	64.38290031	10.67236461	200.00135803	-5744.79248047	1901.20178223	106.69834900	0.00009020	-180.00000000
220	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73511008	90.35212663	-0.00003632	64.38290936	10.67237554	200.00140381	-5744.79199219	1901.20178223	106.69835663	0.00007888	179.99998474
224	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73511008	90.35212663	-0.00002724	64.38289169	10.67236462	200.00137329	-5744.79248047	1901.20178223	106.69834900	0.00009472	180.00000000
228	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73511008	90.35212663	-0.00003632	64.38290936	10.67237554	200.00140381	-5744.79248047	1901.20178223	106.69835663	0.00007888	179.99998474
232	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73511008	90.35211524	-0.00003632	64.38290936	10.67236438	200.00120544	-5744.79248047	1901.20190430	106.69833374	0.00009007	179.99998474
236	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73509841	90.35211524	-0.00002724	64.38290922	10.67236446	200.00097656	-5744.79248047	1901.20166016	106.69833374	0.00007723	179.99998474
240	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73511008	90.35211524	-0.00002724	64.38292675	10.67237545	200.00096130	-5744.79248047	1901.20190430	106.69834900	0.00007147	179.99998474
244	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73511008	90.35212093	-0.00002724	64.38291799	10.67236437	200.00096130	-5744.79248047	1901.20190430	106.69833374	0.00007448	179.99998474
248	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401780	-64.73509841	90.35212663	-0.00002724	64.38292675	10.67238661	200.00096130	-5744.79248047	1901.20141602	106.69835663	0.00004880	179.99998474
252	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97400525	-64.73510425	90.35212663	-0.00002724	64.38290922	10.67238677	200.00137329	-5744.79248047	1901.20153809	106.69837189	0.00007177	179.99998474
256	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	83.97401152	-64.73509841	90.35212663	-0.00002724	64.38290922	10.67236446	200.00117493	-5744.79248047	1901.20141602	106.69834137	0.00006603	179.99998474
